sense	pos	Concepticon_ID	Concepticon_Gloss
Halle	Noun, common, feminine		
unter	Preposition, +AD	1485	BELOW OR UNDER
durch Eid verpflichtet, verbunden	Adjective		
über	Preposition, +AD	1741	ABOVE
überfließend, überschwänglich machen	Verb		
Überfluß, Übermaß	Noun, common, masculine		
Überfülle, Überfluß	Noun, common, feminine		
übervoll	Adjective		
Oberpriester	Noun, common, masculine		
das Überhören, der Ungehorsam	Noun, common, feminine	3813	DISOBEDIENT
himmlisch	Adjective		
darüber hinaus	Unassigned		
Vergessenheit	Noun, common, feminine		
Überschrift	Noun, common, feminine		
Überschrift	Noun, common, neuter		
darüber	Adverb		
Besprengung	Noun, common, feminine		
Erstlingsfrucht	Noun, common, feminine		
Meineidiger	Noun, common, masculine		
Gehorsam	Noun, common, feminine		
Unterordnung, Gehorsam	Noun, common, feminine		
Ufitahari	Noun, proper		
es ist überflüssig für mich euch zu schreiben	Unassigned		
Erkenntnis	Noun, common, neuter		
Aufgeblasenheit, Hochmut	Noun, common, feminine		
oft	Adverb, temporal	1852	OFTEN
vielleicht	Adverb	2278	PERHAPS
die verheiratete Frau	Unassigned	426	MARRIED WOMAN
uns beide	Pronoun, personal		
und, nun, also	Particle, enclitic	1577	AND
sich fürchten vor 	<none>		
Zeit habend	Adjective		
zur rechten Zeit	Adverb, Comparative		
gelegen	Adjective		
Morgendämmerung	Noun, common, feminine		
Kamel	Noun, common	1871	CAMEL
furchtlos	Participle, present		
furchtlos	Unassigned		
unheilig, gottlos	Adjective		
der sich nicht zu schämen braucht, ohne Schande	Adjective		
unsichtbar	Adverb		
unenthüllt	Participle, past		
unbestritten	Participle, past		
unbestreitbar	Adjective		
unzugänglich	Adjective		
nicht tragend	Participle, present		
kinderlos	Adjective		
ungeboren	Participle, past		
das Ungesäuertsein	Noun, common, feminine		
ungesäuert	Participle, past		
wildes Tier, Bestie	Noun, common, neuter		
unaufspürbar, unbegreiflich	Participle, past		
Nichtbeschneidigung, Vorhaut	Noun, common, neuter		
unbeschnitten	Participle, past		
unbrauchbar	Adjective		
bis zu	Preposition, +AD		
unter etw	Preposition, +A		
das Innere	Adjective, Superlative		
der Allergeringste	Noun, common, masculine		
unter	Preposition, +D	1485	BELOW OR UNDER
Frühstück	Noun, common, masculine	1322	BREAKFAST
Unsterblichkeit	Noun, common, feminine		
unpassend, undankbar	Adjective		
tadellos	Adjective		
untadelig	Adverb		
unaufspürbar, unerforschlich	Participle, past		
geschwätzig	Adjective		
unvorsätzlich, ohne Vorbedacht	Adjective		
unverständig	Participle, present		
Schonungslosigkeit, Härte	Noun, common, feminine		
Unverstand, Torheit	Noun, common, feminine		
unverständig	Adjective		
tadellos; unbescholten	Participle, present		
tadellos	Participle, past		
zügellos, sich nicht beherrschend	Participle, present		
Unmäßigkeit, Unenthaltsamkeit	Noun, common, feminine		
unfügsam, ungehorsam	Adjective	3813	DISOBEDIENT
nicht probehaltig, verwerflich	Participle, past		
Unglaube, Ungehorsam	Noun, common, feminine	3813	DISOBEDIENT
ungläubig, ungehorsam	Participle, present	3813	DISOBEDIENT
wertlos	Adjective		
Gesetzlosigkeit, Ungerechtigkeit	Noun, common, feminine		
ungesehn, unsichtbar	Participle, past		
ohne festen Stand, ohne bleibende Stätte	Adjective		
ungeordnet, zügellos	Adjective		
ungeordnet	Participle, past		
unbewegt, unbeweglich	Participle, past	1636	MOTIONLESS
nicht habend	Participle, present		
Schwäche, Krankheit	Noun, common, neuter	1986	DISEASE
krank	Adjective	1847	SICK
nicht mit der Hand gemacht	Adjective		
ungeheuchelt	Adjective		
Unreinigkeit	Noun, common, feminine		
Unreinigkeit	Noun, common, feminine		
unrein; ungebildet	Adjective		
Unhold, Teufel	Noun, common, masculine		
Unholdin, Dämon	Noun, common, feminine		
ohne Opfer, unversöhnlich	Adjective		
unauslöschlich	Participle, present		
unablässig	Adjective		
sorglos	Adjective		
unkaureins	Noun, common, feminine		
Unze	Noun, common, masculine		
nicht kennend, unwissend	Participle, present	2651	BE IGNORANT
Unkunde	Noun, common, neuter		
unbekannt	Adjective		
Armut	Noun, common, neuter		
arm	Adjective	1674	POOR
ungeliebt, unlieb	Adjective		
unverheiratet	Participle, past		
nicht lügend	Participle, present		
ungeheuchelt, ohne Falsch	Adjective		
Unlust	Noun, common, masculine		
ohnmächtig, schwach	Adjective	1601	WEAK
Ohnmacht, Schwäche, Krankheit	Noun, common, feminine	1986	DISEASE
ungezähmt, wild oder unfreundlich, barsch	Adjective	2966	PERCH (FISH)
unvorbereitet	Adjective		
lieblos	Adjective		
unnütz, töricht	Adjective		
unbeweibt	Participle, past		
unaussprechlich	Adjective		
Unvergänglichkeit	Noun, common, feminine		
unvergänglich	Adjective		
unriurs	Adjective		
nicht redend, stumm	Participle, present	1666	MUTE
unbestritten	Adverb		
nicht sehend	Participle, present		
ungesalzen	Participle, past		
unser	Pronoun, possesive	780	OUR
Bosheit, Schlechtigkeit	Noun, common, feminine		
übel, böse	Adjective	45	EVIL
ungesetzlich, gottlos	Adjective		
laßt uns nüchtern sein	Adjective		
Aufstand	Noun, common, neuter		
unaufhörlich	Participle, present		
Unehre	Noun, common, feminine		
Unehre	Noun, common, feminine		
nicht geachtet, verachtet	Adjective		
unbekannter	Adjective		
unfügsam, unbotmäßig, ungehorsam	Adjective	3813	DISOBEDIENT
bis, so lange als	Conjunction		
voreilig, unbesonnen	Adjective		
untreu	Adjective		
Unvolk, Nicht	Noun, common, feminine	1240	NOT
das Böse	Noun, common, neuter	45	EVIL
ungewaschen	Participle, past		
unanstößig	Participle, present		
zur Unzeit	Adverb		
unbelehrt	Participle, past		
nicht auszuerzählen, unerforschlich	Participle, past		
tadellos	Adjective		
unwürdig	Adverb		
Unbeflecktheit	Noun, common, feminine		
fleckenlos, tadellos	Adjective		
untätig, müßig	Noun, common, feminine		
ungebildet, unwissend	Adjective	2651	BE IGNORANT
unerwartet, plötzlich	Adverb	2920	SUDDENLY
Unwille	Noun, common, feminine		
ungewiß, ins ungewisse	Adjective		
Unwissender, Unverständiger	Noun, common, masculine		
unwissend	Participle, present	2651	BE IGNORANT
Unwissenheit, Unverstand	Noun, common, neuter		
beängstigt, bekümmert	Participle, present		
aus, von 	<none>	693	FROM
Auferstehung	Noun, common, feminine		
verworfen	Adjective		
Abtritt	Noun, common, masculine		
Ausgang	Noun, common, feminine		
aus, von 	Preposition, +D	693	FROM
Frechheit; fortwährende Zänkerei	Noun, common, feminine		
Geduld, Langmut	Noun, common, feminine		
geduldig, langmütig	Adjective	3884	PATIENT
Erwartung; Geduld, Langmut	Noun, common, feminine		
Bitte, Flehn	Noun, common, feminine		
Ausdauer; Eifer	Noun, common, feminine		
eifrig	Adjective		
usdaudoza	Adjective, Comparative		
eifrig	Adverb		
rauhe Wege	Noun, common, feminine		
tadellos	Adjective		
Ausfahrt	Noun, common, feminine		
Begräbnis	Noun, common, neuter		
sie entsetzten sich über	Adjective		
Entsetzen	Noun, common, feminine		
Nahrung	Noun, common, feminine	256	FOOD
Erfüllung	Noun, common, feminine		
mutlos	Adjective		
Mangel leidend	Adjective		
bekannt, offenbar	Adjective	3005	FAMILIAR
Erlösung	Noun, common, feminine		
gichtbrüchig, Gichtbrüchiger	Adjective		
erschließen, öffnen	<none>	1156	OPEN
Eröffnung, Öffnung	Noun, common, neuter		
Erlösung	Noun, common, feminine		
Lebensführung; Lebenswandel	Noun, common, neuter		
Beschuldigung, Anklage	Noun, common, feminine		
Ursprung	Noun, common, feminine		
am meisten, besonders	Adverb		
laßt uns nüchtern sein	<none>		
Auferstehung	Noun, common, feminine		
Zügellosigkeit, Lüderlichkeit	Noun, common, feminine		
zügellos	Adverb		
Auszeichnung, Bezeichnung; Bekanntmachung; Anzeichen, Beweis	Noun, common, feminine		
Vollendung, Vervollkommnung; Ende; Erfüllung	Noun, common, feminine	743	END (OF TIME)
Übung, Stählung	Noun, common, feminine		
Geduld	Noun, common, feminine		
erwachsen	Participle, past		
Wachstum	Noun, common, feminine		
Umwälzung; Zusammensturz; Zerstörung; Untergang	Noun, common, feminine		
das Abwenden, Irreleiten	Noun, common, feminine		
gerecht	Adjective		
Gerechtigkeit	Noun, common, feminine		
Auswurf; Verwerfung; Fehlgeburt	Noun, common, feminine		
außer der Weihe	Adjective		
hoffnungslos	Adjective		
losgebunden	Adjective		
Leichtfertigkeit, Eitelkeit	Noun, common, neuter		
hinaus, heraus	Adverb, directional		
außerhalb, draußen	Adverb, locative	762	OUTSIDE
von außen, außen	Adverb, directional		
von außen	Adverb, directional		
Krippe	Noun, common, masculine		
aus, von 	<none>	693	FROM
Pfand	Noun, common, neuter		
Handschein, Schuldschein	Noun, common, feminine		
zusammenfügen, verloben	Verb		
Kopfkissen	Noun, common		
Paradies	Noun, common, masculine		
schütteln	Verb	1909	SHAKE
bewegen, abbringen	Verb	765	MOVE
einen in Bewegung setzen	Verb		
erregen, aufwiegeln	Verb		
erregen	Verb		
wachsen	Verb	479	GROW
überaus wachsen, sich stark vermehren	Verb		
erwachsen	<none>		
Wuchs	Noun, common, masculine	2528	SIZE (OF PERSON)
Wache	Noun, common, feminine	1940	GUARD
wehe	Interjection		
wehn	Verb		
umwinden, umgeben, umkleiden	Verb		
Übeltäter, Räuber	Noun, common, masculine		
Kampf	Noun, common, feminine		
Winkel, Ecke	Noun, common, masculine	192	CORNER
Eckstein	Noun, common, masculine		
nichts	Noun, common, neuter	687	NOTHING
Ding, Sache, Etwas	Noun, common	738	THING
wohl, gut	Adverb	1035	GOOD
Wohltat	Noun, common, feminine		
guter Ruf	Noun, common, feminine		
Verkündigung	Noun, common, feminine		
wohllautend, löblich	Adjective		
Segen	Noun, common, feminine		
victus, gute Nahrung	Noun, common, feminine		
elend, geplagt	Adjective		
daß doch, wenn doch	Interjection		
verbinden	Verb	2862	CONNECT
Kranz	Noun, common, masculine		
Mann	Noun, common, masculine	1554	MAN
männlich	Adverb		
Gastfreund, Hauswirt	Noun, common, masculine		
Lippe	Noun, common, feminine	478	LIP
werfen	Verb	1456	THROW
etw wegwerfen	Verb		
hinwerfen	Verb		
verwerfen, zerstreuen	Verb	3705	SCATTER
hinwerfen	Verb		
hineinwerfen	Verb		
hinauswerfen, wegwerfen, austreiben	Verb	3696	THROW AWAY
schlimmer	Adverb, Comparative		
schlimmer	Adjective, Comparative		
Preis	Noun, common	657	PRICE
werden	Verb	1990	BECOME
verderben	Verb	92	SPOIL (SOMEBODY OR SOMETHING)
Tüchtigkeit, Fähigkeit	Noun, common, feminine		
versöhnen mit	Verb		
sich versöhnen mit	Verb		
schätzen	Verb		
wert, würdig, tauglich	Adjective		
auf etw sehn, acht geben, es bewachen, hüten, etw halten	<none>	2885	HERD (SOMETHING)
vielleicht, etwa	Adverb	2278	PERHAPS
schlechter Ruf	Noun, common, feminine		
Lästerung	Noun, common, feminine		
wachen	Verb		
durchwachen	Verb		
erwecken	Verb		
erwachen	Verb	1602	WAKE UP
walten	Verb		
sich der Herrschaft bemächtigen, einen vergewaltigen	Verb		
Gewalt, Macht über	Noun, common, neuter	2976	VIOLENCE
echt, lauter	Adjective		
wählen	Verb	1750	CHOOSE
erwählen	Verb		
sich wälzen	Verb		
etw umwälzen, umstürzen	Verb		
hin und her wälzen	Verb		
Stab	Noun, common, masculine		
sich wälzen	Verb		
wegwälzen	Verb		
hinzuwälzen	Verb		
vorwälzen	Verb		
Bauch, Schoß	Noun, common, feminine	1251	BELLY
Fleck	Noun, common		
beflecken	Verb		
Mangel	Noun, common, neuter		
Mangel	Noun, common, feminine		
wenden	Verb	1445	TURN (SOMETHING)
abwenden	Verb		
zuwenden	Verb		
vermeiden	Verb		
wenden	Verb	1445	TURN (SOMETHING)
verdrehn	Verb		
sich wegwenden	Verb		
Rute	Noun, common, masculine		
Mangel	Noun, common, masculine		
mangelhaft, fehlend	Adjective		
Wächter	Noun, common, masculine		
verderben	Verb	92	SPOIL (SOMEBODY OR SOMETHING)
Tücke, Verschlagenheit	Noun, common, feminine		
Verdammungsurteil, Verurteilung	Noun, common, feminine		
einen verurteilen zu 	Verb		
wehren	Verb	1330	DEFEND
wärmen	Verb		
behutsam, nüchtern	Adjective		
einen kleiden	Verb		
entkleiden	Verb		
bekleiden mit	Verb		
Kleid	Noun, common, feminine	474	DRESS
Wasser	Noun, common, neuter	948	WATER
Wort	Noun, common, neuter	1599	WORD
seiner vernünftigen Natur gemäß	Adjective		
Wortstreit	Noun, common, feminine		
widersprechen	Verb		
viel Worte machen	Verb		
schmähn	Verb		
machen, wirken	Verb	734	MAKE
etw erwirken	Verb		
eine Sünde begehen	Verb		
bewirken, erwirken, bereiten	Verb		
ausführen, vollbringen	Verb		
Wurm, Schlange	Noun, common, masculine	730	SNAKE
Werk, Tat; Wirksamkeit	Noun, common, neuter		
Arbeiter	Noun, common, masculine	2977	WORKER
das Tun	Noun, common, feminine	813	DO
wirksam	Adjective		
Arbeiter	Noun, common, masculine	2977	WORKER
Wurzel	Noun, common, feminine	670	ROOT
Erschütterung, Sturm; Wellenschlag, Brandung	Noun, common, masculine	858	STORM
Priester	Noun, common, masculine	852	PRIEST
kämpfen	Verb	1423	FIGHT
widerstreiten	Verb		
weihen, heiligen	Verb		
weihen, heiligen	Verb		
Weihe, Heiligung, Heiligkeit	Noun, common, feminine		
heilig werden	Verb		
heilig	Adjective	1702	HOLY
Dorf, Weiler	Noun, common, neuter	930	VILLAGE
Wein	Noun, common, neuter	1524	WINE
Weinbeere	Noun, common, neuter		
Weingarten, Weinberg	Noun, common, masculine		
Weinrebe	Noun, common, masculine		
Weinstock	Noun, common, neuter		
Weintrinker, Säufer	Noun, common, masculine		
trunken, Trunkenbold	Unassigned		
kränzen, krönen	Verb		
wir	Pronoun, personal	1212	WE
überreden	Verb		
vollenden oder beglaubigen	Verb		
heimsuchen, besuchen, besorgen	Verb	1377	VISIT
einem Recht verschaffen, ihn rächen an	Verb		
die Proskynesis, Verehrung erweisen, begrüßen	Verb		
gespannt hinblicken auf	Verb		
schmähn	Verb		
Zeugnis	Noun, common, feminine		
Zeugnisablegung, Zeugnis	Noun, common, feminine		
Zeugnis	Noun, common, neuter		
Zeugnisablegung, Zeugnis	Noun, common, feminine		
zeugen, bezeugen	Verb	1152	BEGET
mitzeugen	Verb		
Zeuge	Noun, common, masculine		
warten, hoffen auf 	Verb	1590	WAIT (FOR)
auf einen vorher hoffen	Verb		
erwarten, annehmen	Verb		
Hoffnung	Noun, common, feminine		
Waffen	Noun, common, neuter		
Wereka	Noun, proper		
zweifeln	Verb	3536	DOUBT (SOMETHING)
unwillig sein, zürnen	Verb	2223	BE ANGRY
zusammenbinden, verbinden	Verb	2862	CONNECT
verleugnen	Verb		
Waise	Noun, common, masculine	1149	ORPHAN
Witwe	Noun, common, feminine	1756	WIDOW
Dornpflanzen	Noun, common, feminine		
bewegen	Verb	765	MOVE
zum Kriege	Noun, common		
Weg	Noun, common, masculine	2252	PATH
in der Reihenfolge seiner Tagesklasse, da seine Tagesklasse an der Reihe war	Noun, common, feminine		
Wille	Noun, common, masculine		
Parteilichkeit	Noun, common, feminine		
wollen	Verb	1784	WANT
Wiljariþ	Noun, proper		
wild	Adjective	2230	UNTAMED OR WILD
räuberisch, Räuber	Noun, common, masculine		
rauben	Verb		
ausplündern, berauben	Verb		
fortreißen	Verb		
umwinden	Verb		
du-gawindan	Verb		
flechten	Verb	3294	BRAID (VERB) OR WEAVE (BASKET)
Wind	Noun, common, masculine	960	WIND
Weide	Noun, common, feminine	649	PASTURE
Leiden	Noun, common, feminine		
leiden	Verb		
erleiden	Verb		
Leiden	Noun, common, feminine		
Jahr	Noun, common, masculine	1226	YEAR
Worfschaufel	Noun, common, feminine		
zermalmen	Verb		
Kranz	Noun, common, feminine		
Meeresstille	Noun, common, neuter		
sein, dasein, existieren	Verb	1579	BE
da sein	Verb		
vorhanden ist	Verb		
verbrauchen, vergeuden	Verb	2787	CONSUME (DRINK OR EAT)
als der Sabbat vorüber war	Verb		
beistehn, zu Hilfe kommen	Verb		
überragend sein	Verb		
sich freuen, schwelgen, schmausen	Verb	1495	HAPPY
sich freuen, schwelgen, schmausen	Verb	1495	HAPPY
weilen, bleiben	Verb	987	REMAIN
verweilen, verbleiben	Verb		
mit einem zusammen verweilen	Verb		
verbleiben, verharren	Verb	987	REMAIN
Wesen, Natur	Noun, common, feminine	3897	NATURE
wit	Pronoun, personal		
wissen	Verb	1410	KNOW (SOMETHING)
ich bin mir nichts bewußt	Verb		
auf etw sehn, acht geben, es bewachen, hüten, etw halten	Verb	2885	HERD (SOMETHING)
Gesetzeskundiger	Noun, common, masculine		
Gesetzeslehrer	Noun, common, masculine		
gesetzlos	Adjective		
gesetzlich	Adverb		
Gesetz	Noun, common, neuter	1062	LAW
Kenntnis, Erkenntnis	Noun, common, neuter		
schütteln	Verb	1909	SHAKE
wider, gegen	Preposition, +A	2469	AGAINST
gegenüberliegend, entgegengesetzt	Adjective		
 Lamm	Noun, common, masculine		
die Schwelgende	Verb		
sich umsehn	Verb		
Angesicht; Ansehn, Gestalt	Noun, common, masculine		
ins Gesicht schlagen, kasteien	Verb		
Wmainaius	<none>		
das Wachen	Noun, common, feminine		
Zins	Noun, common		
rufen	Verb	1084	CALL
herbeirufen	Verb		
aufschreien, ausrufen	Verb		
angenehm	Adjective		
wütend, besessen	Adjective	2223	BE ANGRY
krumm	Adjective	297	CROOKED
Verfolgung	Noun, common, feminine		
Verfolgung	Noun, common, feminine		
verfolgen	Verb	1047	PURSUE
Verfolger	Noun, common, masculine		
Reise	Noun, common, masculine	2393	JOURNEY
reisen	Verb		
Verfolgung	Noun, common, feminine		
Herde	Noun, common, masculine	2939	FLOCK (OF ANIMALS)
verfolgen	Verb	1047	PURSUE
verfolgen	Verb	1047	PURSUE
bestrafen, Rache nehmen an 	Verb		
Frucht bringen	Verb		
Strich	Noun, common, masculine	2993	STROKE (OF PEN)
Herde	<none>	2939	FLOCK (OF ANIMALS)
anklagen, beschuldigen	Verb	1814	ACCUSE
verklagen, verdächtigen	Verb	1841	SUSPECT
Klage, Anklage gegen	Noun, common, feminine		
Schlinge	Noun, common, feminine	2604	NOOSE
wallen, sieden	Verb	792	BOIL (OF LIQUID)
Wolf	Noun, common, masculine	522	WOLF
Wolle	Noun, common, feminine	964	WOOL
Tuchwalker	Noun, common, masculine		
herrlich, wunderbar	Adjective		
wertvoller	Adjective, Comparative		
Wert	Noun, common, feminine		
Herrlichkeit	Noun, common, masculine		
Raub	Noun, common, feminine		
verwunden	Verb		
wund	Adjective		
Geißel, Plage	Noun, common, feminine		
Leiden	Noun, common, feminine		
Xafira	Noun, proper		
Xreskus	Noun, proper		
Christus	Noun, proper		
Zaibaidaius	Noun, proper		
Zakarias	Noun, proper		
Zakkaius	Noun, proper		
Zauraubabil	Noun, proper		
Zaxxaius	Noun, proper		
Eiferer, Beiname des Simon	Noun, proper		
